user_id,email,role,account_status,email_verified,last_login,fleet_manager_id,manager_key_used,manager_email,vehicle_id,vin,registration_number,vehicle_make,vehicle_model,car_type,manufacture_year,vehicle_weight_kg,vehicle_status,insurance_expiry,battery_capacity_kwh,battery_percentage,battery_health_percent,battery_temperature,battery_voltage,charging_cycles,battery_age_months,battery_alert_flag,alert_threshold_percent,motor_speed_rpm,motor_temperature,motor_efficiency,latitude,longitude,speed_kmph,acceleration,distance_travelled_km,trip_duration_min,remaining_range_km,load_weight_kg,start_location,start_latitude,start_longitude,destination,destination_latitude,destination_longitude,route_distance_km,eta_minutes,road_type,traffic_level,weather_condition,charging_stops_en_route,charging_status,charging_station_id,charging_duration_min,charging_cost_rs,energy_consumed_kwh,charger_type,driver_id,driver_income,driver_experience_years,driver_score,harsh_braking_count,sudden_acceleration_count,overspeed_count,cost_per_km,daily_energy_cost,monthly_energy_cost,total_trip_cost,tire_health_percent,last_service_days,maintenance_cost_rs,maintenance_alert,timestamp,day_of_week,month
USR0131,driver131@fleetev.in,Driver,Active,True,2023-04-18 22:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00131,IN24490391,MH72EV8267,Volvo,Volvo XC40 Recharge,SUV,2021,2040,Active,2023-12-18,78,51.7,89.4,31.9,367.6,833,23,False,20,6238,35.8,98.5,22.804459,77.568259,116,-2.42,148.7,45,262.1,405,Bhopal,23.2599,77.4126,Hyderabad,17.385,78.4867,448.9,217,Rural,High,Clear,3,Not Charging,CS0029,0,0,32.29,AC Level 1,DR0131,41540,3,99.6,2,9,13,2.47,302.11,7854.86,367.29,52.7,235,5067.13,Motor Check,2023-04-24 22:00:00,Monday,April
USR0132,driver132@fleetev.in,Driver,Active,False,2023-04-20 22:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00132,IN93794475,MH91EV9984,Hyundai,Hyundai Kona EV,SUV,2023,1535,Active,2024-05-16,39.2,52.4,99.1,24.9,418.8,877,18,False,20,7383,43,96,18.946202,72.784596,125.6,-0.28,299.9,84,133.5,227.2,Mumbai,19.076,72.8777,Nagpur,21.1458,79.0882,355.6,113,Urban,High,Cloudy,1,Not Charging,CS0199,0,0,31.78,Super Charger,DR0132,91263,15,43.1,3,7,9,0.91,235.39,6120.14,272.91,85.8,255,3497.12,Battery Service,2023-04-24 22:00:00,Monday,April
USR0133,driver133@fleetev.in,Driver,Active,True,2023-04-18 23:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00133,IN67740376,MH22EV2874,Mahindra,Mahindra BE 6e,Crossover,2022,1980,Active,2024-10-24,59,73.4,87.5,45,419.6,234,11,False,20,4513,31,89.3,12.931848,80.275271,54.7,0.21,102.3,196,281.5,315.4,Chennai,13.0827,80.2707,Nagpur,21.1458,79.0882,340.1,124,Urban,Medium,Rainy,2,Fully Charged,CS0269,133,301.22,29.06,AC Level 2,DR0133,79239,8,59.9,19,3,15,2.88,287.55,7476.3,294.62,60.7,61,6304.87,Motor Check,2023-04-24 23:00:00,Monday,April
USR0134,driver134@fleetev.in,Driver,Active,True,2023-03-29 00:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00134,IN70867592,MH61EV7815,Kia,Kia EV6,Crossover,2022,1960,Active,2024-06-04,77.4,78.6,88.8,23.9,401,384,59,False,20,2618,46.8,96.5,17.682121,78.322162,123.4,-0.28,114.9,173,395.4,178.5,Hyderabad,17.385,78.4867,Mumbai,19.076,72.8777,155.7,56,Rural,Medium,Cloudy,3,Charging,CS0152,28,66.24,30.49,AC Level 1,DR0134,74060,9,42.1,5,20,9,2.74,329.18,8558.68,314.83,63.9,53,100.79,Brake Inspection,2023-04-25 00:00:00,Tuesday,April
USR0135,driver135@fleetev.in,Driver,Inactive,True,2023-04-13 02:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00135,IN73655158,MH18EV2494,Tata,Tata Tigor EV,Sedan,2022,1255,Active,2023-10-26,26,18.8,95.5,31.5,385.2,1025,46,True,20,6059,41.2,92.2,17.383106,78.268663,1.4,-2.24,233.8,170,31.8,387.9,Hyderabad,17.385,78.4867,Pune,18.5204,73.8567,253.2,64,Rural,Low,Foggy,1,Charging,CS0233,53,57.37,10.48,DC Fast Charger,DR0135,42054,12,67.1,8,9,8,0.46,93.33,2426.58,107.55,97.5,83,7339.38,None,2023-04-25 02:00:00,Tuesday,April
USR0136,driver136@fleetev.in,Driver,Active,True,2023-04-08 02:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00136,IN18050510,MH85EV6400,Mahindra,Mahindra XEV 9e,SUV,2022,2100,Active,2024-07-16,79,91.7,82.9,21.8,391.9,505,54,False,20,4894,38.9,97.6,26.648132,75.599278,8.4,-4.04,47.4,187,470.9,373.3,Jaipur,26.9124,75.7873,Pune,18.5204,73.8567,468.1,14,Urban,High,Foggy,0,Fully Charged,CS0261,147,206.22,37.07,Super Charger,DR0136,119510,14,96.3,8,1,2,6.9,387.28,10069.28,327.06,63.5,294,3136.12,Brake Inspection,2023-04-25 02:00:00,Tuesday,April
USR0137,driver137@fleetev.in,Driver,Active,True,2023-04-11 03:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00137,IN48604965,MH86EV6119,Tata,Tata Nexon EV,SUV,2023,1570,Idle,2024-12-20,30.2,82.9,85.7,25.6,379.2,268,34,False,20,3257,33.8,91.6,19.243215,73.154497,128.3,1.3,195.7,67,162.7,295.6,Mumbai,19.076,72.8777,Hyderabad,17.385,78.4867,308.5,214,Highway,Medium,Clear,2,Not Charging,CS0379,0,0,10.26,AC Level 1,DR0137,45280,7,75.1,19,0,13,0.58,81.77,2126.02,113.51,66.5,324,6269.22,Motor Check,2023-04-25 03:00:00,Tuesday,April
USR0138,driver138@fleetev.in,Driver,Active,True,2023-04-03 04:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00138,IN74718365,MH38EV2773,Volvo,Volvo XC40 Recharge,SUV,2019,2040,Under Maintenance,2024-04-30,78,98,97.3,21.9,392.5,91,8,False,20,6314,63,93.3,26.508485,75.770227,14.7,4.36,190.5,135,496.9,248.4,Jaipur,26.9124,75.7873,Chandigarh,30.7333,76.7794,375.6,152,Highway,High,Hot,0,Fully Charged,CS0269,79,126.78,32.1,AC Level 2,DR0138,54643,19,87,3,11,9,1.57,351.43,9137.18,299.09,53.2,153,1716.48,Motor Check,2023-04-25 04:00:00,Tuesday,April
USR0139,driver139@fleetev.in,Driver,Active,True,2023-04-17 04:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00139,IN85291541,MH89EV1430,BYD,BYD Seal,Sedan,2019,1885,Idle,2024-01-20,82.5,67.7,88.2,33,358.8,955,1,False,20,332,62.6,90.8,23.447196,77.622989,14.7,3.16,166.7,292,363,403.3,Bhopal,23.2599,77.4126,Jaipur,26.9124,75.7873,464,160,Rural,Medium,Clear,0,Fast Charging,CS0346,138,238.69,61.46,AC Level 2,DR0139,117104,9,81.2,10,11,15,4.17,530.24,13786.24,695.14,82.5,194,2533.15,Software Update,2023-04-25 04:00:00,Tuesday,April
USR0140,driver140@fleetev.in,Driver,Suspended,True,2023-04-01 05:00:00,MGR007,MGRKEY007323,manager07@fleetev.in,VH00140,IN55610493,MH54EV1100,Hyundai,Hyundai Kona EV,SUV,2023,1535,Active,2024-09-02,39.2,19,95,40.9,343,428,21,True,20,1344,31.2,91.2,26.82914,75.3722,24.9,-0.8,131.3,98,48.4,327.2,Jaipur,26.9124,75.7873,Chennai,13.0827,80.2707,317.2,56,Highway,High,Clear,3,Charging,CS0439,128,255.04,25.23,AC Level 2,DR0140,43595,3,52.1,16,0,5,1.87,253.07,6579.82,245.53,93.6,78,6666.44,None,2023-04-25 05:00:00,Tuesday,April
USR0141,driver141@fleetev.in,Driver,Inactive,True,2023-03-27 06:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00141,IN94982908,MH13EV2503,BMW,BMW i4,Sedan,2022,2050,Active,2024-09-21,83.9,60.3,80.8,28.7,390.3,340,22,False,20,6089,53.7,95.1,26.531229,80.91443,73.7,2,135.3,99,328.8,311.7,Lucknow,26.8467,80.9462,Lucknow,26.8467,80.9462,106.6,37,Urban,Medium,Hot,1,Not Charging,CS0066,0,0,25.92,AC Level 2,DR0141,69681,15,90.5,4,13,1,1.56,247.29,6429.54,211.07,77,54,7108.55,None,2023-04-25 06:00:00,Tuesday,April
USR0142,driver142@fleetev.in,Driver,Active,True,2023-03-30 06:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00142,IN59667685,MH49EV6314,Tata,Tata Tigor EV,Sedan,2019,1255,Out of Service,2023-12-26,26,91.2,97.9,32,382,1159,8,False,20,7654,75.4,94.9,12.566738,77.172033,23.3,-3.64,189.5,222,154.1,207.6,Bangalore,12.9716,77.5946,Kochi,9.9312,76.2673,227,231,Rural,Medium,Cloudy,0,Not Charging,CS0025,0,0,17.06,AC Level 1,DR0142,105981,6,44,20,14,3,0.84,121.34,3154.84,159.18,90.2,321,987.06,Battery Service,2023-04-25 06:00:00,Tuesday,April
USR0143,driver143@fleetev.in,Driver,Active,False,2023-04-24 08:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00143,IN20949687,MH44EV8259,Tata,Tata Nexon EV,SUV,2022,1570,Charging,2024-10-14,30.2,88.9,98.6,28.1,393.1,630,14,False,20,1356,75.4,96,23.287596,72.402902,48.1,3.39,38.5,95,174.5,457.4,Ahmedabad,23.0225,72.5714,Bhopal,23.2599,77.4126,494.4,215,Urban,Medium,Foggy,0,Fast Charging,CS0022,49,86.36,16.83,AC Level 2,DR0143,60804,14,66.3,18,3,9,4.56,134.01,3484.26,175.56,95.6,55,4802.54,None,2023-04-25 08:00:00,Tuesday,April
USR0144,driver144@fleetev.in,Driver,Active,True,2023-04-15 09:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00144,IN78765957,MH24EV6655,MG,MG ZS EV,SUV,2021,1620,Idle,2024-11-29,50.3,34.8,77.8,23.1,370.5,1111,65,True,20,6500,85,96.7,23.299347,77.152022,44.5,-0.9,17.4,188,113.8,300,Bhopal,23.2599,77.4126,Hyderabad,17.385,78.4867,466.1,95,Highway,Low,Foggy,3,Fully Charged,CS0449,58,141.11,34.24,DC Fast Charger,DR0144,112442,17,76.8,19,1,11,17.18,271.12,7049.12,298.93,59.6,338,5768.56,Brake Inspection,2023-04-25 09:00:00,Tuesday,April
USR0145,driver145@fleetev.in,Driver,Active,True,2023-04-22 09:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00145,IN16095815,MH38EV7475,Hyundai,Hyundai Kona EV,SUV,2019,1535,Active,2024-02-14,39.2,11.2,94.3,40.3,408,1001,71,True,20,1583,49.6,92.6,30.902769,76.806852,128.6,-1.23,253.2,27,28.5,493.5,Chandigarh,30.7333,76.7794,Lucknow,26.8467,80.9462,172,105,Highway,Low,Hot,3,Not Charging,CS0180,0,0,4.82,AC Level 1,DR0145,52686,10,90.6,11,15,13,0.23,42.1,1094.6,58.24,56.6,236,570.54,Brake Inspection,2023-04-25 09:00:00,Tuesday,April
USR0146,driver146@fleetev.in,Driver,Active,True,2023-04-22 11:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00146,IN44295247,MH47EV6375,Tata,Tata Tigor EV,Sedan,2022,1255,Active,2024-10-02,26,95.1,82.1,39.5,342.6,52,61,False,20,1693,80.7,96.1,21.628845,72.867462,32.8,-1.09,47.5,266,160.7,79.5,Surat,21.1702,72.8311,Kochi,9.9312,76.2673,14.6,108,Mixed,High,Hot,0,Not Charging,CS0456,0,0,20.92,AC Level 1,DR0146,41932,6,89.3,10,7,8,4.78,173.83,4519.58,227.05,53,224,2380.42,Software Update,2023-04-25 11:00:00,Tuesday,April
USR0147,driver147@fleetev.in,Driver,Active,True,2023-04-08 14:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00147,IN81481992,MH39EV9196,BYD,BYD Seal,Sedan,2019,1885,Active,2024-08-29,82.5,33.3,98.2,25.9,387.3,584,53,False,20,6105,63.1,92.4,20.75334,79.412662,24.4,2.71,181.1,186,178.6,93.1,Nagpur,21.1458,79.0882,Jaipur,26.9124,75.7873,271.8,189,Urban,Low,Rainy,2,Not Charging,CS0448,0,0,23.98,AC Level 1,DR0147,82176,2,95,5,18,5,1.3,213.04,5539.04,235.43,83.9,45,1521.7,None,2023-04-25 14:00:00,Tuesday,April
USR0148,driver148@fleetev.in,Driver,Active,False,2023-03-29 16:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00148,IN71707170,MH19EV6129,Tata,Tata Nexon EV,SUV,2023,1570,Idle,2024-09-06,30.2,65.6,99.1,36.2,349.4,813,3,False,20,478,34.4,89.1,29.057259,77.180546,34,4.68,273.9,262,128.8,275.7,Delhi,28.6139,77.209,Bhopal,23.2599,77.4126,306.8,174,Mixed,High,Hot,0,Charging,CS0434,148,160.08,23.5,AC Level 1,DR0148,62947,14,95.4,14,15,4,0.97,216.6,5631.6,265.68,52.4,26,4848.84,Battery Service,2023-04-25 16:00:00,Tuesday,April
USR0149,driver149@fleetev.in,Driver,Active,False,2023-04-10 17:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00149,IN64362516,MH12EV6321,Tata,Tata Tiago EV,Hatchback,2024,1205,Active,2024-07-24,24,47.3,79.7,28.3,386.9,566,53,True,20,5773,51.1,92.3,31.13145,77.093884,46.8,4.15,5.6,274,73.8,305.2,Chandigarh,30.7333,76.7794,Bhopal,23.2599,77.4126,373.1,206,Urban,High,Hot,0,Charging,CS0385,152,239.21,11.02,DC Fast Charger,DR0149,82240,3,66.5,0,8,3,20.32,84.78,2204.28,113.79,63.4,61,3282.49,Battery Service,2023-04-25 17:00:00,Tuesday,April
USR0150,driver150@fleetev.in,Driver,Active,True,2023-04-22 19:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00150,IN42657384,MH65EV7560,Tata,Tata Tiago EV,Hatchback,2022,1205,Active,2024-06-01,24,50.3,78.4,43.6,385.6,911,30,True,20,263,61.3,88.2,20.999911,73.179037,126.1,3.1,62.4,38,78.5,102.2,Surat,21.1702,72.8311,Bangalore,12.9716,77.5946,268.2,15,Mixed,Medium,Foggy,0,Not Charging,CS0133,0,0,16.52,DC Fast Charger,DR0150,54041,11,50.2,2,7,14,3.15,165.49,4302.74,196.56,86.5,363,2165.53,Brake Inspection,2023-04-25 19:00:00,Tuesday,April
USR0151,driver151@fleetev.in,Driver,Inactive,True,2023-04-09 20:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00151,IN32566390,MH19EV9363,Kia,Kia EV6,Crossover,2023,1960,Idle,2024-12-23,77.4,87,97.8,29,357.5,979,13,False,20,2649,83.1,95.8,13.009516,77.921125,4.3,-0.16,168.6,123,437.7,451,Bangalore,12.9716,77.5946,Kolkata,22.5726,88.3639,50.1,91,Highway,Low,Clear,3,Charging,CS0414,36,53.56,59.93,AC Level 1,DR0151,70793,7,79.6,13,15,11,3.86,537.55,13976.3,650.8,84,53,5840.1,None,2023-04-25 20:00:00,Tuesday,April
USR0152,driver152@fleetev.in,Driver,Active,True,2023-04-12 21:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00152,IN96629889,MH28EV4871,Kia,Kia EV6,Crossover,2021,1960,Idle,2024-02-07,77.4,49,90,44.7,351.3,42,4,False,20,3573,76.7,93.1,13.360384,77.305148,59.3,4.38,156.8,143,246.5,315.2,Bangalore,12.9716,77.5946,Kochi,9.9312,76.2673,320,234,Highway,Low,Clear,1,Not Charging,CS0474,0,0,39.74,Super Charger,DR0152,103957,6,44.7,7,10,14,2.1,376.54,9790.04,329.28,79.6,100,5539.58,None,2023-04-25 21:00:00,Tuesday,April
USR0153,driver153@fleetev.in,Driver,Active,False,2023-04-17 22:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00153,IN97980930,MH19EV3902,Tata,Tata Tigor EV,Sedan,2022,1255,Idle,2024-10-21,26,48.3,77.8,44.6,368.8,1048,11,True,20,4307,73,97.7,26.797369,80.578454,114.8,3.03,251,21,81.6,239.4,Lucknow,26.8467,80.9462,Nagpur,21.1458,79.0882,184.1,148,Highway,Medium,Rainy,1,Charging,CS0136,146,165.38,4.5,Super Charger,DR0153,109278,19,90.2,13,8,1,0.2,48.72,1266.72,50.2,63.5,338,2185.6,Motor Check,2023-04-25 22:00:00,Tuesday,April
USR0154,driver154@fleetev.in,Driver,Active,False,2023-04-07 02:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00154,IN93821894,MH51EV6179,Volvo,Volvo XC40 Recharge,SUV,2019,2040,Charging,2024-11-11,78,15.5,97.2,33,395,650,11,True,20,462,58.1,93,21.512929,73.15924,68.4,3.29,116.5,136,78.6,191.1,Surat,21.1702,72.8311,Mumbai,19.076,72.8777,258.7,51,Mixed,High,Cloudy,2,Charging,CS0032,2,3.19,51.82,Super Charger,DR0154,107756,15,93.3,7,14,0,3.75,390.14,10143.64,436.88,69.7,304,4680.9,Software Update,2023-04-26 02:00:00,Wednesday,April
USR0155,driver155@fleetev.in,Driver,Suspended,True,2023-03-31 02:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00155,IN46866075,MH85EV1920,Hyundai,Hyundai Kona EV,SUV,2021,1535,Idle,2024-11-03,39.2,51.3,78.4,26.6,413.6,844,12,True,20,7808,63.6,95.5,12.604972,80.395663,43.4,0.35,144.9,205,130.7,69.6,Chennai,13.0827,80.2707,Delhi,28.6139,77.209,462.1,60,Urban,Medium,Rainy,1,Charging,CS0041,31,72.97,27.11,AC Level 1,DR0155,29929,15,86.3,10,4,5,2.15,202.45,5263.7,311.54,50.5,271,2079.15,Brake Inspection,2023-04-26 02:00:00,Wednesday,April
USR0156,driver156@fleetev.in,Driver,Active,True,2023-03-27 04:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00156,IN59491122,MH46EV2257,Tata,Tata Nexon EV,SUV,2023,1570,Charging,2024-12-20,30.2,88,85.9,41.5,369.3,522,5,False,20,2322,40.1,95.9,22.946806,72.434522,131.1,-4.16,23.3,236,172.7,170.2,Ahmedabad,23.0225,72.5714,Chennai,13.0827,80.2707,252.9,189,Highway,Low,Clear,3,Fully Charged,CS0083,76,139.38,20.35,Super Charger,DR0156,85648,13,78.4,9,2,10,8.22,209.94,5458.44,191.53,94.5,342,1089.41,Motor Check,2023-04-26 04:00:00,Wednesday,April
USR0157,driver157@fleetev.in,Driver,Active,True,2023-04-11 04:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00157,IN84399083,MH15EV8368,Mahindra,Mahindra BE 6e,Crossover,2021,1980,Idle,2024-11-18,59,93.1,76.6,44.5,346.6,785,68,True,20,7516,43.3,94.5,23.00824,72.247848,98.2,-4.52,237.3,266,357,121.9,Ahmedabad,23.0225,72.5714,Kolkata,22.5726,88.3639,389.4,65,Mixed,Low,Clear,1,Not Charging,CS0485,0,0,43.57,AC Level 2,DR0157,44773,17,64.4,16,18,9,2.07,355.19,9234.94,491.21,57,286,1644.59,Brake Inspection,2023-04-26 04:00:00,Wednesday,April
USR0158,driver158@fleetev.in,Driver,Active,True,2023-04-20 08:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00158,IN70468188,MH23EV6626,Tata,Tata Nexon EV,SUV,2019,1570,Charging,2024-03-29,30.2,35.1,87.3,24.2,363.2,934,15,False,20,7788,81,98,23.513761,72.758327,133.3,-1.34,171.9,232,68.9,293,Ahmedabad,23.0225,72.5714,Bangalore,12.9716,77.5946,30.8,240,Highway,High,Cloudy,0,Not Charging,CS0279,0,0,14.59,Super Charger,DR0158,82595,15,63.1,18,18,9,0.77,112.94,2936.44,132.36,97.3,96,4660.52,None,2023-04-26 08:00:00,Wednesday,April
USR0159,driver159@fleetev.in,Driver,Active,True,2023-04-08 10:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00159,IN80162053,MH88EV3600,Mahindra,Mahindra XEV 9e,SUV,2021,2100,Active,2024-08-19,79,94.6,79.3,32.3,412.2,645,22,True,20,4791,67.5,98.5,22.687722,72.107819,135.6,4.4,218.4,148,485.8,496.1,Ahmedabad,23.0225,72.5714,Delhi,28.6139,77.209,123.7,20,Highway,Medium,Hot,1,Charging,CS0275,11,15.92,40.74,DC Fast Charger,DR0159,69350,14,54.7,20,19,15,1.97,349.02,9074.52,430.25,74.1,163,1584.29,Software Update,2023-04-26 10:00:00,Wednesday,April
USR0160,driver160@fleetev.in,Driver,Active,True,2023-04-19 13:00:00,MGR008,MGRKEY008716,manager08@fleetev.in,VH00160,IN90246882,MH16EV6482,Volvo,Volvo XC40 Recharge,SUV,2019,2040,Under Maintenance,2024-08-18,78,61,80.6,22.5,378.4,707,7,False,20,2970,57.6,91.3,17.71097,78.669339,16.4,2.62,228.4,168,309.3,280.7,Hyderabad,17.385,78.4867,Kolkata,22.5726,88.3639,444.3,143,Highway,Low,Hot,0,Fully Charged,CS0003,59,119.96,29.37,AC Level 1,DR0160,58029,10,65.4,13,19,6,1.31,236.76,6155.76,299.2,61.9,37,234.52,Brake Inspection,2023-04-26 13:00:00,Wednesday,April
USR0161,driver161@fleetev.in,Driver,Active,True,2023-04-26 13:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00161,IN98122539,MH87EV3463,BMW,BMW i4,Sedan,2023,2050,Active,2023-12-11,83.9,54.8,75.1,37.1,353.4,1161,48,True,20,299,60.9,89.5,21.64335,73.321279,9.1,-2.52,18.6,154,298.9,225.4,Surat,21.1702,72.8311,Jaipur,26.9124,75.7873,311.3,53,Highway,Medium,Rainy,3,Charging,CS0421,79,71.42,74.3,AC Level 1,DR0161,65662,12,62,0,9,7,37.16,683.02,17758.52,691.18,64.4,77,7656.33,Brake Inspection,2023-04-26 13:00:00,Wednesday,April
USR0162,driver162@fleetev.in,Driver,Active,True,2023-04-06 16:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00162,IN98870276,MH60EV3112,Volvo,Volvo XC40 Recharge,SUV,2021,2040,Active,2024-08-08,78,16.8,94.9,29,355.5,1076,64,True,20,4894,81,95.3,26.536179,76.188265,33.4,0.86,180.3,88,85.2,420.6,Jaipur,26.9124,75.7873,Lucknow,26.8467,80.9462,331.4,24,Mixed,Medium,Clear,1,Fully Charged,CS0401,126,154.78,53.41,Super Charger,DR0162,41750,11,72.2,20,8,6,2.57,421.66,10963.16,463.37,74.3,21,7657.15,None,2023-04-26 16:00:00,Wednesday,April
USR0163,driver163@fleetev.in,Driver,Active,True,2023-04-26 17:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00163,IN80651318,MH21EV7937,Volvo,Volvo XC40 Recharge,SUV,2019,2040,Out of Service,2024-07-25,78,86.5,83,31.8,351.1,581,36,False,20,7414,38,97,13.335897,77.736273,24.1,-3.62,271.3,156,438.6,469.5,Bangalore,12.9716,77.5946,Jaipur,26.9124,75.7873,117.5,21,Urban,Low,Foggy,3,Charging,CS0396,175,340,14.29,AC Level 2,DR0163,48627,10,59.8,3,15,11,0.53,117.48,3054.48,143.79,63.6,36,6559.01,Motor Check,2023-04-26 17:00:00,Wednesday,April
USR0164,driver164@fleetev.in,Driver,Active,True,2023-04-12 18:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00164,IN55866538,MH72EV4145,MG,MG ZS EV,SUV,2020,1620,Idle,2023-10-07,50.3,66.1,95.1,40,395.6,1065,11,False,20,5884,70.9,95.8,22.930462,77.349924,131.2,-2.11,273.5,82,216.1,176,Bhopal,23.2599,77.4126,Kochi,9.9312,76.2673,120.9,45,Mixed,Medium,Cloudy,3,Fast Charging,CS0263,178,296.21,8.45,AC Level 2,DR0164,38256,10,86.1,19,17,1,0.35,86.91,2259.66,95.72,80.3,312,1844.05,Brake Inspection,2023-04-26 18:00:00,Wednesday,April
USR0165,driver165@fleetev.in,Driver,Active,True,2023-04-14 21:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00165,IN82446804,MH77EV1618,Mahindra,Mahindra XEV 9e,SUV,2023,2100,Charging,2023-12-01,79,58,95.8,26.9,368,562,40,False,20,2327,45,91.4,22.260757,88.656035,109.9,1,195.6,123,297.8,270.2,Kolkata,22.5726,88.3639,Jaipur,26.9124,75.7873,110.1,61,Rural,High,Cloudy,1,Not Charging,CS0249,0,0,27.7,Super Charger,DR0165,74377,20,69.6,10,2,7,1.68,215.61,5605.86,328.61,95.1,54,6919.93,None,2023-04-26 21:00:00,Wednesday,April
USR0166,driver166@fleetev.in,Driver,Active,True,2023-04-24 23:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00166,IN31776452,MH33EV3712,Tata,Tata Tigor EV,Sedan,2022,1255,Active,2024-07-27,26,39.7,77.8,41.5,373.6,719,49,True,20,5690,70.8,92.2,9.524807,76.389379,127.5,3.39,15.3,254,67.1,98.2,Kochi,9.9312,76.2673,Ahmedabad,23.0225,72.5714,52.6,69,Urban,Low,Cloudy,2,Charging,CS0188,101,109.46,15.53,DC Fast Charger,DR0166,83222,8,41,6,10,9,8.58,156.84,4077.84,131.27,85.3,124,5829.63,Battery Service,2023-04-26 23:00:00,Wednesday,April
USR0167,driver167@fleetev.in,Driver,Active,True,2023-04-10 00:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00167,IN48242379,MH67EV4833,Mahindra,Mahindra BE 6e,Crossover,2021,1980,Charging,2024-11-11,59,90.6,86,40.5,351.1,272,17,False,20,262,34.6,98.4,23.721609,77.30941,32,3.19,299.5,74,347.5,333.8,Bhopal,23.2599,77.4126,Mumbai,19.076,72.8777,203,10,Mixed,Medium,Cloudy,2,Not Charging,CS0385,0,0,33.92,Super Charger,DR0167,73213,7,72.6,17,13,7,1.32,339.07,8815.82,395.34,75.5,231,2501.96,Brake Inspection,2023-04-27 00:00:00,Thursday,April
USR0168,driver168@fleetev.in,Driver,Active,False,2023-04-21 01:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00168,IN86560394,MH66EV8564,Volvo,Volvo XC40 Recharge,SUV,2023,2040,Under Maintenance,2024-09-20,78,95.2,89.4,35.6,400.9,1185,11,False,20,707,83.4,89.4,18.83593,73.601521,131,-1.95,196.7,279,482.7,437.2,Pune,18.5204,73.8567,Mumbai,19.076,72.8777,467.5,168,Rural,Low,Cloudy,1,Not Charging,CS0369,0,0,21.77,Super Charger,DR0168,51174,6,92.4,4,1,2,1.26,215.59,5605.34,247.84,87.8,202,6695.11,Motor Check,2023-04-27 01:00:00,Thursday,April
USR0169,driver169@fleetev.in,Driver,Active,False,2023-04-14 03:00:00,MGR009,MGRKEY009303,manager09@fleetev.in,VH00169,IN28575536,MH42EV1854,Mahindra,Mahindra BE 6e,Crossover,2021,1980,Active,2023-11-02,59,25.4,90,43.8,413.1,154,13,False,20,5417,60.7,92.2,20.939229,79.289874,123.8,2.65,294.3,183,97.4,91.9,Nagpur,21.1458,79.0882,Kolkata,22.5726,88.3639,337.7,164,Rural,Medium,Rainy,3,Charging,CS0448,37,41.67,23.22,DC Fast Charger,DR0169,41341,17,73.7,13,18,0,0.65,163.91,4261.66,191.3,64.1,1,1592.87,Motor Check,2023-04-27 03:00:00,Thursday,April
