driver_id,user_id,driver_name,email,phone,role,account_status,email_verified,fleet_manager_id,manager_key_used,manager_email,vehicle_id,vin,registration_number,vehicle_make,vehicle_model,car_type,manufacture_year,vehicle_weight_kg,battery_capacity_kwh,insurance_expiry,driver_experience_years,driver_income,created_at
DR0104,USR0104,Driver_104,driver104@fleetev.in,+919812264367,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00104,IN12059919,MH28EV7717,BYD,BYD Atto 3,SUV,2019,1750,60.5,2024-11-11,9,69375,2023-01-01
DR0105,USR0105,Driver_105,driver105@fleetev.in,+918411178445,Driver,Inactive,False,MGR006,MGRKEY006132,manager06@fleetev.in,VH00105,IN63349308,MH93EV2315,Mahindra,Mahindra BE 6e,Crossover,2021,1980,59,2024-11-30,18,29705,2023-01-01
DR0106,USR0106,Driver_106,driver106@fleetev.in,+917977046129,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00106,IN19183277,MH40EV5708,Mahindra,Mahindra BE 6e,Crossover,2022,1980,59,2023-10-28,4,83153,2023-01-01
DR0107,USR0107,Driver_107,driver107@fleetev.in,+918393178591,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00107,IN50193656,MH13EV1753,Tata,Tata Tigor EV,Sedan,2021,1255,26,2024-07-21,12,81450,2023-01-01
DR0108,USR0108,Driver_108,driver108@fleetev.in,+919430642523,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00108,IN42775624,MH77EV7751,Tata,Tata Tigor EV,Sedan,2020,1255,26,2024-01-15,3,104887,2023-01-01
DR0109,USR0109,Driver_109,driver109@fleetev.in,+919137464556,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00109,IN93176117,MH97EV4945,BYD,BYD Seal,Sedan,2020,1885,82.5,2024-11-03,9,85236,2023-01-01
DR0110,USR0110,Driver_110,driver110@fleetev.in,+918235368585,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00110,IN99501846,MH11EV8622,Hyundai,Hyundai Kona EV,SUV,2019,1535,39.2,2024-10-14,12,102014,2023-01-01
DR0111,USR0111,Driver_111,driver111@fleetev.in,+918962094851,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00111,IN95756900,MH64EV5097,Hyundai,Hyundai Kona EV,SUV,2020,1535,39.2,2024-08-16,16,38979,2023-01-01
DR0112,USR0112,Driver_112,driver112@fleetev.in,+919468798461,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00112,IN61185849,MH83EV6881,MG,MG ZS EV,SUV,2024,1620,50.3,2024-05-17,1,111275,2023-01-01
DR0113,USR0113,Driver_113,driver113@fleetev.in,+919604496061,Driver,Inactive,False,MGR006,MGRKEY006132,manager06@fleetev.in,VH00113,IN46840133,MH11EV1803,BYD,BYD Seal,Sedan,2021,1885,82.5,2024-03-11,20,71179,2023-01-01
DR0114,USR0114,Driver_114,driver114@fleetev.in,+919910976189,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00114,IN95445405,MH34EV5106,MG,MG ZS EV,SUV,2024,1620,50.3,2023-10-27,2,65492,2023-01-01
DR0115,USR0115,Driver_115,driver115@fleetev.in,+917564409423,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00115,IN14478111,MH84EV6977,BYD,BYD Atto 3,SUV,2021,1750,60.5,2024-06-18,14,48021,2023-01-01
DR0116,USR0116,Driver_116,driver116@fleetev.in,+919279993598,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00116,IN27738187,MH79EV6994,MG,MG ZS EV,SUV,2020,1620,50.3,2024-04-08,16,63684,2023-01-01
DR0117,USR0117,Driver_117,driver117@fleetev.in,+917323408297,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00117,IN55461591,MH24EV8673,BMW,BMW i4,Sedan,2020,2050,83.9,2024-08-29,18,72942,2023-01-01
DR0118,USR0118,Driver_118,driver118@fleetev.in,+919304560537,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00118,IN62958901,MH11EV5332,Tata,Tata Tiago EV,Hatchback,2022,1205,24,2024-07-31,9,101619,2023-01-01
DR0119,USR0119,Driver_119,driver119@fleetev.in,+919898400928,Driver,Active,True,MGR006,MGRKEY006132,manager06@fleetev.in,VH00119,IN95704631,MH57EV2775,BYD,BYD Seal,Sedan,2022,1885,82.5,2023-08-14,20,98584,2023-01-01
DR0120,USR0120,Driver_120,driver120@fleetev.in,+919729039064,Driver,Active,False,MGR006,MGRKEY006132,manager06@fleetev.in,VH00120,IN91883846,MH38EV2035,Kia,Kia EV6,Crossover,2024,1960,77.4,2024-05-24,14,40292,2023-01-01
DR0121,USR0121,Driver_121,driver121@fleetev.in,+919115806625,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00121,IN16086345,MH14EV5986,Tata,Tata Tigor EV,Sedan,2019,1255,26,2024-03-16,18,42781,2023-01-01
DR0122,USR0122,Driver_122,driver122@fleetev.in,+918800135697,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00122,IN70887034,MH57EV9850,BYD,BYD Seal,Sedan,2022,1885,82.5,2023-10-29,16,105694,2023-01-01
DR0123,USR0123,Driver_123,driver123@fleetev.in,+917933166190,Driver,Active,False,MGR007,MGRKEY007323,manager07@fleetev.in,VH00123,IN47546086,MH14EV7070,BYD,BYD Seal,Sedan,2022,1885,82.5,2024-03-17,12,38022,2023-01-01
DR0124,USR0124,Driver_124,driver124@fleetev.in,+917260060661,Driver,Active,False,MGR007,MGRKEY007323,manager07@fleetev.in,VH00124,IN59302863,MH79EV6876,Volvo,Volvo XC40 Recharge,SUV,2021,2040,78,2024-01-30,4,84600,2023-01-01
DR0125,USR0125,Driver_125,driver125@fleetev.in,+917217233051,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00125,IN98955314,MH37EV1349,Tata,Tata Tiago EV,Hatchback,2020,1205,24,2023-11-25,19,51896,2023-01-01
DR0126,USR0126,Driver_126,driver126@fleetev.in,+918000721711,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00126,IN84384510,MH36EV4538,Tata,Tata Tiago EV,Hatchback,2020,1205,24,2023-07-22,9,43964,2023-01-01
DR0127,USR0127,Driver_127,driver127@fleetev.in,+917472130062,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00127,IN82506491,MH42EV3858,Tata,Tata Tigor EV,Sedan,2020,1255,26,2023-08-04,12,56186,2023-01-01
DR0128,USR0128,Driver_128,driver128@fleetev.in,+918139744790,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00128,IN53455870,MH12EV3854,Mahindra,Mahindra BE 6e,Crossover,2020,1980,59,2024-09-23,17,39896,2023-01-01
DR0129,USR0129,Driver_129,driver129@fleetev.in,+918554945552,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00129,IN18530615,MH70EV8344,BMW,BMW i4,Sedan,2022,2050,83.9,2024-12-16,8,105623,2023-01-01
DR0130,USR0130,Driver_130,driver130@fleetev.in,+918967277638,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00130,IN98436473,MH76EV5941,Tata,Tata Nexon EV,SUV,2019,1570,30.2,2024-11-21,13,80872,2023-01-01
DR0131,USR0131,Driver_131,driver131@fleetev.in,+917315640205,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00131,IN24490391,MH72EV8267,Volvo,Volvo XC40 Recharge,SUV,2021,2040,78,2023-12-18,3,41540,2023-01-01
DR0132,USR0132,Driver_132,driver132@fleetev.in,+918396660850,Driver,Active,False,MGR007,MGRKEY007323,manager07@fleetev.in,VH00132,IN93794475,MH91EV9984,Hyundai,Hyundai Kona EV,SUV,2023,1535,39.2,2024-05-16,15,91263,2023-01-01
DR0133,USR0133,Driver_133,driver133@fleetev.in,+919811970742,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00133,IN67740376,MH22EV2874,Mahindra,Mahindra BE 6e,Crossover,2022,1980,59,2024-10-24,8,79239,2023-01-01
DR0134,USR0134,Driver_134,driver134@fleetev.in,+917408390575,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00134,IN70867592,MH61EV7815,Kia,Kia EV6,Crossover,2022,1960,77.4,2024-06-04,9,74060,2023-01-01
DR0135,USR0135,Driver_135,driver135@fleetev.in,+917366637148,Driver,Inactive,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00135,IN73655158,MH18EV2494,Tata,Tata Tigor EV,Sedan,2022,1255,26,2023-10-26,12,42054,2023-01-01
DR0136,USR0136,Driver_136,driver136@fleetev.in,+919877685081,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00136,IN18050510,MH85EV6400,Mahindra,Mahindra XEV 9e,SUV,2022,2100,79,2024-07-16,14,119510,2023-01-01
DR0137,USR0137,Driver_137,driver137@fleetev.in,+918510308881,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00137,IN48604965,MH86EV6119,Tata,Tata Nexon EV,SUV,2023,1570,30.2,2024-12-20,7,45280,2023-01-01
DR0138,USR0138,Driver_138,driver138@fleetev.in,+918503728142,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00138,IN74718365,MH38EV2773,Volvo,Volvo XC40 Recharge,SUV,2019,2040,78,2024-04-30,19,54643,2023-01-01
DR0139,USR0139,Driver_139,driver139@fleetev.in,+919615613239,Driver,Active,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00139,IN85291541,MH89EV1430,BYD,BYD Seal,Sedan,2019,1885,82.5,2024-01-20,9,117104,2023-01-01
DR0140,USR0140,Driver_140,driver140@fleetev.in,+917779130936,Driver,Suspended,True,MGR007,MGRKEY007323,manager07@fleetev.in,VH00140,IN55610493,MH54EV1100,Hyundai,Hyundai Kona EV,SUV,2023,1535,39.2,2024-09-02,3,43595,2023-01-01
DR0141,USR0141,Driver_141,driver141@fleetev.in,+919278405793,Driver,Inactive,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00141,IN94982908,MH13EV2503,BMW,BMW i4,Sedan,2022,2050,83.9,2024-09-21,15,69681,2023-01-01
DR0142,USR0142,Driver_142,driver142@fleetev.in,+919437795758,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00142,IN59667685,MH49EV6314,Tata,Tata Tigor EV,Sedan,2019,1255,26,2023-12-26,6,105981,2023-01-01
DR0143,USR0143,Driver_143,driver143@fleetev.in,+919843005049,Driver,Active,False,MGR008,MGRKEY008716,manager08@fleetev.in,VH00143,IN20949687,MH44EV8259,Tata,Tata Nexon EV,SUV,2022,1570,30.2,2024-10-14,14,60804,2023-01-01
DR0144,USR0144,Driver_144,driver144@fleetev.in,+918846465000,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00144,IN78765957,MH24EV6655,MG,MG ZS EV,SUV,2021,1620,50.3,2024-11-29,17,112442,2023-01-01
DR0145,USR0145,Driver_145,driver145@fleetev.in,+919574081104,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00145,IN16095815,MH38EV7475,Hyundai,Hyundai Kona EV,SUV,2019,1535,39.2,2024-02-14,10,52686,2023-01-01
DR0146,USR0146,Driver_146,driver146@fleetev.in,+917515328854,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00146,IN44295247,MH47EV6375,Tata,Tata Tigor EV,Sedan,2022,1255,26,2024-10-02,6,41932,2023-01-01
DR0147,USR0147,Driver_147,driver147@fleetev.in,+919399699438,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00147,IN81481992,MH39EV9196,BYD,BYD Seal,Sedan,2019,1885,82.5,2024-08-29,2,82176,2023-01-01
DR0148,USR0148,Driver_148,driver148@fleetev.in,+919472866768,Driver,Active,False,MGR008,MGRKEY008716,manager08@fleetev.in,VH00148,IN71707170,MH19EV6129,Tata,Tata Nexon EV,SUV,2023,1570,30.2,2024-09-06,14,62947,2023-01-01
DR0149,USR0149,Driver_149,driver149@fleetev.in,+917738189691,Driver,Active,False,MGR008,MGRKEY008716,manager08@fleetev.in,VH00149,IN64362516,MH12EV6321,Tata,Tata Tiago EV,Hatchback,2024,1205,24,2024-07-24,3,82240,2023-01-01
DR0150,USR0150,Driver_150,driver150@fleetev.in,+919250402001,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00150,IN42657384,MH65EV7560,Tata,Tata Tiago EV,Hatchback,2022,1205,24,2024-06-01,11,54041,2023-01-01
DR0151,USR0151,Driver_151,driver151@fleetev.in,+919719679239,Driver,Inactive,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00151,IN32566390,MH19EV9363,Kia,Kia EV6,Crossover,2023,1960,77.4,2024-12-23,7,70793,2023-01-01
DR0152,USR0152,Driver_152,driver152@fleetev.in,+917441542090,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00152,IN96629889,MH28EV4871,Kia,Kia EV6,Crossover,2021,1960,77.4,2024-02-07,6,103957,2023-01-01
DR0153,USR0153,Driver_153,driver153@fleetev.in,+919697019445,Driver,Active,False,MGR008,MGRKEY008716,manager08@fleetev.in,VH00153,IN97980930,MH19EV3902,Tata,Tata Tigor EV,Sedan,2022,1255,26,2024-10-21,19,109278,2023-01-01
DR0154,USR0154,Driver_154,driver154@fleetev.in,+917648357091,Driver,Active,False,MGR008,MGRKEY008716,manager08@fleetev.in,VH00154,IN93821894,MH51EV6179,Volvo,Volvo XC40 Recharge,SUV,2019,2040,78,2024-11-11,15,107756,2023-01-01
DR0155,USR0155,Driver_155,driver155@fleetev.in,+918511580323,Driver,Suspended,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00155,IN46866075,MH85EV1920,Hyundai,Hyundai Kona EV,SUV,2021,1535,39.2,2024-11-03,15,29929,2023-01-01
DR0156,USR0156,Driver_156,driver156@fleetev.in,+919768821397,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00156,IN59491122,MH46EV2257,Tata,Tata Nexon EV,SUV,2023,1570,30.2,2024-12-20,13,85648,2023-01-01
DR0157,USR0157,Driver_157,driver157@fleetev.in,+919455246775,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00157,IN84399083,MH15EV8368,Mahindra,Mahindra BE 6e,Crossover,2021,1980,59,2024-11-18,17,44773,2023-01-01
DR0158,USR0158,Driver_158,driver158@fleetev.in,+917362190850,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00158,IN70468188,MH23EV6626,Tata,Tata Nexon EV,SUV,2019,1570,30.2,2024-03-29,15,82595,2023-01-01
DR0159,USR0159,Driver_159,driver159@fleetev.in,+918562929828,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00159,IN80162053,MH88EV3600,Mahindra,Mahindra XEV 9e,SUV,2021,2100,79,2024-08-19,14,69350,2023-01-01
DR0160,USR0160,Driver_160,driver160@fleetev.in,+917283089268,Driver,Active,True,MGR008,MGRKEY008716,manager08@fleetev.in,VH00160,IN90246882,MH16EV6482,Volvo,Volvo XC40 Recharge,SUV,2019,2040,78,2024-08-18,10,58029,2023-01-01
DR0161,USR0161,Driver_161,driver161@fleetev.in,+918431779064,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00161,IN98122539,MH87EV3463,BMW,BMW i4,Sedan,2023,2050,83.9,2023-12-11,12,65662,2023-01-01
DR0162,USR0162,Driver_162,driver162@fleetev.in,+919555682594,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00162,IN98870276,MH60EV3112,Volvo,Volvo XC40 Recharge,SUV,2021,2040,78,2024-08-08,11,41750,2023-01-01
DR0163,USR0163,Driver_163,driver163@fleetev.in,+919183941426,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00163,IN80651318,MH21EV7937,Volvo,Volvo XC40 Recharge,SUV,2019,2040,78,2024-07-25,10,48627,2023-01-01
DR0164,USR0164,Driver_164,driver164@fleetev.in,+917972994972,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00164,IN55866538,MH72EV4145,MG,MG ZS EV,SUV,2020,1620,50.3,2023-10-07,10,38256,2023-01-01
DR0165,USR0165,Driver_165,driver165@fleetev.in,+919842964443,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00165,IN82446804,MH77EV1618,Mahindra,Mahindra XEV 9e,SUV,2023,2100,79,2023-12-01,20,74377,2023-01-01
DR0166,USR0166,Driver_166,driver166@fleetev.in,+918879792991,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00166,IN31776452,MH33EV3712,Tata,Tata Tigor EV,Sedan,2022,1255,26,2024-07-27,8,83222,2023-01-01
DR0167,USR0167,Driver_167,driver167@fleetev.in,+919293560436,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00167,IN48242379,MH67EV4833,Mahindra,Mahindra BE 6e,Crossover,2021,1980,59,2024-11-11,7,73213,2023-01-01
DR0168,USR0168,Driver_168,driver168@fleetev.in,+918210200352,Driver,Active,False,MGR009,MGRKEY009303,manager09@fleetev.in,VH00168,IN86560394,MH66EV8564,Volvo,Volvo XC40 Recharge,SUV,2023,2040,78,2024-09-20,6,51174,2023-01-01
DR0169,USR0169,Driver_169,driver169@fleetev.in,+919753842979,Driver,Active,False,MGR009,MGRKEY009303,manager09@fleetev.in,VH00169,IN28575536,MH42EV1854,Mahindra,Mahindra BE 6e,Crossover,2021,1980,59,2023-11-02,17,41341,2023-01-01
DR0170,USR0170,Driver_170,driver170@fleetev.in,+918929811336,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00170,IN21257528,MH30EV5469,Hyundai,Hyundai Kona EV,SUV,2022,1535,39.2,2023-10-21,8,84130,2023-01-01
DR0171,USR0171,Driver_171,driver171@fleetev.in,+918702756809,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00171,IN13579612,MH63EV1872,Kia,Kia EV6,Crossover,2020,1960,77.4,2024-08-18,3,74140,2023-01-01
DR0172,USR0172,Driver_172,driver172@fleetev.in,+919791559885,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00172,IN13783268,MH50EV2623,MG,MG ZS EV,SUV,2020,1620,50.3,2023-12-07,2,62601,2023-01-01
DR0173,USR0173,Driver_173,driver173@fleetev.in,+919642900640,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00173,IN28628439,MH70EV8349,BYD,BYD Atto 3,SUV,2019,1750,60.5,2023-08-08,9,53266,2023-01-01
DR0174,USR0174,Driver_174,driver174@fleetev.in,+918817865363,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00174,IN83659258,MH87EV9647,Tata,Tata Tigor EV,Sedan,2021,1255,26,2024-03-19,10,40970,2023-01-01
DR0175,USR0175,Driver_175,driver175@fleetev.in,+917269754673,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00175,IN42002808,MH63EV8489,Tata,Tata Nexon EV,SUV,2022,1570,30.2,2023-08-05,17,100372,2023-01-01
DR0176,USR0176,Driver_176,driver176@fleetev.in,+917006718781,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00176,IN29270557,MH47EV8032,MG,MG ZS EV,SUV,2020,1620,50.3,2024-09-18,6,112080,2023-01-01
DR0177,USR0177,Driver_177,driver177@fleetev.in,+917290680473,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00177,IN21490910,MH77EV6908,Volvo,Volvo XC40 Recharge,SUV,2022,2040,78,2024-11-12,2,108318,2023-01-01
DR0178,USR0178,Driver_178,driver178@fleetev.in,+918533706498,Driver,Active,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00178,IN60103798,MH42EV1266,BYD,BYD Seal,Sedan,2021,1885,82.5,2024-03-22,4,101271,2023-01-01
DR0179,USR0179,Driver_179,driver179@fleetev.in,+918513112872,Driver,Inactive,True,MGR009,MGRKEY009303,manager09@fleetev.in,VH00179,IN54629892,MH27EV1726,BMW,BMW i4,Sedan,2024,2050,83.9,2024-01-15,15,116146,2023-01-01
DR0180,USR0180,Driver_180,driver180@fleetev.in,+917271014739,Driver,Active,False,MGR009,MGRKEY009303,manager09@fleetev.in,VH00180,IN94790150,MH33EV3209,BYD,BYD Atto 3,SUV,2019,1750,60.5,2024-05-15,7,30741,2023-01-01
DR0181,USR0181,Driver_181,driver181@fleetev.in,+919213555655,Driver,Active,False,MGR010,MGRKEY010818,manager10@fleetev.in,VH00181,IN15624520,MH50EV6080,MG,MG ZS EV,SUV,2023,1620,50.3,2024-11-15,9,29799,2023-01-01
DR0182,USR0182,Driver_182,driver182@fleetev.in,+917205316740,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00182,IN35649468,MH46EV6848,Volvo,Volvo XC40 Recharge,SUV,2021,2040,78,2023-11-24,12,82272,2023-01-01
DR0183,USR0183,Driver_183,driver183@fleetev.in,+917802373824,Driver,Inactive,False,MGR010,MGRKEY010818,manager10@fleetev.in,VH00183,IN69020451,MH59EV6554,BYD,BYD Seal,Sedan,2024,1885,82.5,2024-12-10,12,93062,2023-01-01
DR0184,USR0184,Driver_184,driver184@fleetev.in,+918849443634,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00184,IN21087928,MH64EV2293,Hyundai,Hyundai Kona EV,SUV,2023,1535,39.2,2024-05-15,11,38447,2023-01-01
DR0185,USR0185,Driver_185,driver185@fleetev.in,+918316389690,Driver,Active,False,MGR010,MGRKEY010818,manager10@fleetev.in,VH00185,IN54012664,MH94EV5843,Tata,Tata Tiago EV,Hatchback,2023,1205,24,2024-09-28,6,115408,2023-01-01
DR0186,USR0186,Driver_186,driver186@fleetev.in,+918514230707,Driver,Active,False,MGR010,MGRKEY010818,manager10@fleetev.in,VH00186,IN57183837,MH67EV1693,BYD,BYD Atto 3,SUV,2021,1750,60.5,2023-09-16,3,112973,2023-01-01
DR0187,USR0187,Driver_187,driver187@fleetev.in,+919918046336,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00187,IN64520614,MH56EV9406,Volvo,Volvo XC40 Recharge,SUV,2019,2040,78,2023-12-13,20,113878,2023-01-01
DR0188,USR0188,Driver_188,driver188@fleetev.in,+918013592436,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00188,IN14670638,MH26EV2101,BYD,BYD Atto 3,SUV,2021,1750,60.5,2024-08-15,19,29244,2023-01-01
DR0189,USR0189,Driver_189,driver189@fleetev.in,+918593280440,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00189,IN30594121,MH96EV8371,Mahindra,Mahindra BE 6e,Crossover,2022,1980,59,2023-10-06,19,43047,2023-01-01
DR0190,USR0190,Driver_190,driver190@fleetev.in,+919789842140,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00190,IN59251188,MH60EV6150,Mahindra,Mahindra XEV 9e,SUV,2020,2100,79,2023-11-13,1,49385,2023-01-01
DR0191,USR0191,Driver_191,driver191@fleetev.in,+918124322241,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00191,IN79490594,MH59EV2929,BYD,BYD Atto 3,SUV,2024,1750,60.5,2024-10-18,7,105199,2023-01-01
DR0192,USR0192,Driver_192,driver192@fleetev.in,+917582949109,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00192,IN75927774,MH35EV3009,Hyundai,Hyundai Kona EV,SUV,2022,1535,39.2,2024-01-12,15,36506,2023-01-01
DR0193,USR0193,Driver_193,driver193@fleetev.in,+917278911214,Driver,Inactive,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00193,IN52894344,MH95EV6692,Volvo,Volvo XC40 Recharge,SUV,2021,2040,78,2023-12-28,6,72381,2023-01-01
DR0194,USR0194,Driver_194,driver194@fleetev.in,+917596471620,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00194,IN40097200,MH25EV4292,Mahindra,Mahindra XEV 9e,SUV,2022,2100,79,2023-08-15,12,97616,2023-01-01
DR0195,USR0195,Driver_195,driver195@fleetev.in,+919628298180,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00195,IN59514418,MH69EV3126,Mahindra,Mahindra BE 6e,Crossover,2019,1980,59,2024-05-31,13,118969,2023-01-01
DR0196,USR0196,Driver_196,driver196@fleetev.in,+918758503592,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00196,IN74245343,MH77EV7730,BMW,BMW i4,Sedan,2020,2050,83.9,2024-06-08,3,83979,2023-01-01
DR0197,USR0197,Driver_197,driver197@fleetev.in,+919367830246,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00197,IN79438885,MH54EV3102,BYD,BYD Atto 3,SUV,2020,1750,60.5,2024-10-05,17,32263,2023-01-01
DR0198,USR0198,Driver_198,driver198@fleetev.in,+917707196784,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00198,IN79538491,MH29EV5982,Tata,Tata Tiago EV,Hatchback,2021,1205,24,2024-03-06,12,93012,2023-01-01
DR0199,USR0199,Driver_199,driver199@fleetev.in,+919727549434,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00199,IN20584397,MH42EV4216,Hyundai,Hyundai Kona EV,SUV,2020,1535,39.2,2024-05-25,20,94924,2023-01-01
DR0200,USR0200,Driver_200,driver200@fleetev.in,+919541797909,Driver,Active,True,MGR010,MGRKEY010818,manager10@fleetev.in,VH00200,IN77454225,MH92EV3762,Tata,Tata Tiago EV,Hatchback,2020,1205,24,2024-06-29,19,30399,2023-01-01
DR0201,USR0201,Driver_201,driver201@fleetev.in,+919796581976,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00201,IN20901547,MH15EV5336,Tata,Tata Nexon EV,SUV,2023,1570,30.2,2024-09-18,20,108753,2023-01-01
DR0202,USR0202,Driver_202,driver202@fleetev.in,+918244130290,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00202,IN76845536,MH90EV9938,Tata,Tata Nexon EV,SUV,2022,1570,30.2,2024-03-26,13,63985,2023-01-01
DR0203,USR0203,Driver_203,driver203@fleetev.in,+917678950361,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00203,IN19794273,MH98EV1981,BYD,BYD Atto 3,SUV,2022,1750,60.5,2024-11-26,15,51741,2023-01-01
DR0204,USR0204,Driver_204,driver204@fleetev.in,+918371453454,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00204,IN91424562,MH28EV6121,Kia,Kia EV6,Crossover,2022,1960,77.4,2023-11-30,12,92499,2023-01-01
DR0205,USR0205,Driver_205,driver205@fleetev.in,+919003484425,Driver,Active,True,MGR011,MGRKEY011325,manager11@fleetev.in,VH00205,IN24251766,MH50EV4960,Mahindra,Mahindra XEV 9e,SUV,2021,2100,79,2024-10-22,8,43465,2023-01-01
DR0206,USR0206,Driver_206,driver206@fleetev.in,+919643025991,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00206,IN16792127,MH47EV7293,Tata,Tata Tiago EV,Hatchback,2020,1205,24,2023-12-30,11,100718,2023-01-01
DR0207,USR0207,Driver_207,driver207@fleetev.in,+919140034179,Driver,Active,False,MGR011,MGRKEY011325,manager11@fleetev.in,VH00207,IN51971886,MH34EV3610,BMW,BMW i4,Sedan,2022,2050,83.9,2024-05-30,16,28037,2023-01-01
